strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
B. vulgatus	F. nucleatum	5	Niclosamide	D5	tech3	biol2	plate2	21	0.9412395070548314	0.8814516129032256	0.8814516129032256
B. vulgatus	F. nucleatum	5	Niclosamide	D5	tech3	biol3	plate2	22	0.9870880709192521	0.9754170324846356	0.9754170324846356
B. vulgatus	F. nucleatum	10	Niclosamide	A2	tech1	biol1	plate7	178	0.0353716192087625	0.18861512319456242	0.18861512319456242
B. vulgatus	F. nucleatum	10	Niclosamide	A2	tech1	biol2	plate7	181	0.26678503984329227	0.7377622377622379	0.7377622377622379
B. vulgatus	F. nucleatum	10	Niclosamide	A2	tech1	biol3	plate4	183	0.006814676401057665	0.008873114463176584	0.008873114463176584
B. vulgatus	F. nucleatum	10	Niclosamide	B2	tech2	biol1	plate7	178	0.019936730826757044	0.10025488530161426	0.10025488530161426
B. vulgatus	F. nucleatum	10	Niclosamide	B2	tech2	biol2	plate7	181	0.23559059602748922	0.730769230769231	0.730769230769231
B. vulgatus	F. nucleatum	10	Niclosamide	B2	tech2	biol3	plate4	183	0.001922088215682931	0.008873114463176584	0.008873114463176584
B. vulgatus	F. nucleatum	10	Niclosamide	B4	tech1	biol1	plate2	20	0.006555534744334151	0.006914433880726022	0.006914433880726022
B. vulgatus	F. nucleatum	10	Niclosamide	B4	tech1	biol2	plate2	21	0.008394356135024119	0.005645161290322585	0.005645161290322585
B. vulgatus	F. nucleatum	10	Niclosamide	B4	tech1	biol3	plate2	22	0.006552322220080947	0.014925373134328325	0.014925373134328325
B. vulgatus	F. nucleatum	10	Niclosamide	C4	tech2	biol1	plate2	20	0.008241243678591503	0.010371650821089031	0.010371650821089031
B. vulgatus	F. nucleatum	10	Niclosamide	C4	tech2	biol2	plate2	21	0.0041078764065011625	0.012096774193548395	0.010483870967741943
B. vulgatus	F. nucleatum	10	Niclosamide	C4	tech2	biol3	plate2	22	0.006552322220080948	0.014925373134328325	0.014925373134328325
B. vulgatus	F. nucleatum	10	Niclosamide	D4	tech3	biol1	plate2	20	0.0067428357370294114	0.012100259291270538	0.012100259291270538
B. vulgatus	F. nucleatum	10	Niclosamide	D4	tech3	biol2	plate2	21	0.009287372745133067	0.008870967741935491	0.008870967741935491
B. vulgatus	F. nucleatum	10	Niclosamide	D4	tech3	biol3	plate2	22	0.009057621892464836	0.009657594381035958	0.009657594381035958
B. vulgatus	MGAM	0	Niclosamide	A2	tech1	biol1	plate6	178	1.0037034237774922	1.0174854288093256	1.0174854288093256
B. vulgatus	MGAM	0	Niclosamide	A2	tech1	biol2	plate6	181	1.0015951790145339	1.001733102253033	1.001733102253033
B. vulgatus	MGAM	0	Niclosamide	A2	tech1	biol3	plate3	183	0.9652246256239599	0.9906700593723495	0.9906700593723495
B. vulgatus	MGAM	0	Niclosamide	A3	tech1	biol1	plate1	200	0.9808547669696384	0.9768378650553877	0.9768378650553877
B. vulgatus	MGAM	0	Niclosamide	A3	tech1	biol2	plate3	200	0.9416213765095792	0.947783251231527	0.947783251231527
B. vulgatus	MGAM	0	Niclosamide	A3	tech1	biol3	plate5	200	1.0370479734715778	0.9933899905571293	0.9933899905571293
B. vulgatus	MGAM	0	Niclosamide	B2	tech2	biol1	plate6	178	0.9962965762225078	1.0524562864279767	1.0524562864279767
B. vulgatus	MGAM	0	Niclosamide	B2	tech2	biol2	plate6	181	0.998404820985466	1.0433275563258233	1.0433275563258233
B. vulgatus	MGAM	0	Niclosamide	B2	tech2	biol3	plate3	183	1.03477537437604	1.0483460559796438	1.0483460559796438
B. vulgatus	MGAM	0	Niclosamide	B3	tech1	biol2	plate1	21	0.997679814385151	1	1
B. vulgatus	MGAM	0	Niclosamide	B3	tech1	biol3	plate1	22	1.0169839492347892	1.0727272727272725	1.0727272727272725
B. vulgatus	MGAM	0	Niclosamide	B3	tech2	biol1	plate1	200	1.0191452330303616	1.0171198388721048	1.0171198388721048
B. vulgatus	MGAM	0	Niclosamide	B3	tech2	biol2	plate3	200	0.9577029149872394	0.9753694581280787	0.9753694581280787
B. vulgatus	MGAM	0	Niclosamide	B3	tech2	biol3	plate5	200	1.0664240482577987	1.0349386213408875	1.0349386213408875
B. vulgatus	MGAM	0	Niclosamide	C3	tech2	biol2	plate1	21	1	1.0086805555555556	1.0086805555555556
B. vulgatus	MGAM	0	Niclosamide	C3	tech2	biol3	plate1	22	1	1.0472727272727271	1.0472727272727271
B. vulgatus	MGAM	0	Niclosamide	D3	tech3	biol2	plate1	21	1.0139211136890953	1.0138888888888888	1.0138888888888888
B. vulgatus	MGAM	0	Niclosamide	D3	tech3	biol3	plate1	22	0.9518477043673013	1.018181818181818	1.018181818181818
B. vulgatus	MGAM	0	Niclosamide	E2	tech1	biol1	plate1	146	0.9897036862375226	1.0067681895093064	1.0067681895093064
B. vulgatus	MGAM	0	Niclosamide	E2	tech1	biol2	plate1	148	0.9944596176355832	1.0074937552039966	1.0074937552039966
B. vulgatus	MGAM	0	Niclosamide	E2	tech1	biol3	plate1	149	0.9931719428926132	1.0078740157480317	1.0078740157480317
B. vulgatus	MGAM	0	Niclosamide	F2	tech2	biol1	plate1	146	1.0102963137624774	1.0203045685279188	1.0203045685279188
B. vulgatus	MGAM	0	Niclosamide	F2	tech2	biol2	plate1	148	1.0055403823644167	1.0091590341382182	1.0091590341382182
B. vulgatus	MGAM	0	Niclosamide	F2	tech2	biol3	plate1	149	1.0068280571073867	1.0236220472440947	1.0236220472440947
B. vulgatus	MGAM	5	Niclosamide	A3	tech1	biol1	plate6	178	0.005441765550600867	0	0
B. vulgatus	MGAM	5	Niclosamide	A3	tech1	biol2	plate6	181	0.00372208436724566	0.003466204506065861	0.0017331022530329306
B. vulgatus	MGAM	5	Niclosamide	A3	tech1	biol3	plate3	183	0.004326123128119805	0.010178117048346067	0.003392705682782022
B. vulgatus	MGAM	5	Niclosamide	A4	tech1	biol1	plate1	200	0.004061110036743381	0.004028197381671705	0
B. vulgatus	MGAM	5	Niclosamide	A4	tech1	biol2	plate3	200	0.002081140273579542	-0.0059113300492610885	-0.0059113300492610885
B. vulgatus	MGAM	5	Niclosamide	A4	tech1	biol3	plate5	200	0.0012693365648366937	0.0018885741265344679	0
B. vulgatus	MGAM	5	Niclosamide	B3	tech2	biol1	plate6	178	0.001511601541833574	0	-0.0016652789342214834
B. vulgatus	MGAM	5	Niclosamide	B3	tech2	biol2	plate6	181	0.003367600141793693	0.003466204506065861	0.003466204506065861
B. vulgatus	MGAM	5	Niclosamide	B3	tech2	biol3	plate3	183	0.004326123128119803	0.01696352841391011	0.010178117048346067
B. vulgatus	MGAM	5	Niclosamide	B4	tech2	biol1	plate1	200	0.004254496228969256	0.006042296072507558	0.004028197381671705
B. vulgatus	MGAM	5	Niclosamide	B4	tech2	biol2	plate3	200	0.004162280547159084	-0.001970443349753696	-0.003940886699507392
B. vulgatus	MGAM	5	Niclosamide	B4	tech2	biol3	plate5	200	0.005077346259346774	0.013220018885741223	0.007554296506137819
B. vulgatus	MGAM	5	Niclosamide	B6	tech1	biol2	plate1	21	0.010530073175084784	0.015624999999999967	0.013888888888888853
B. vulgatus	MGAM	5	Niclosamide	B6	tech1	biol3	plate1	22	0.008958566629339314	0.007272727272727279	0.007272727272727279
B. vulgatus	MGAM	5	Niclosamide	C6	tech2	biol2	plate1	21	0.0096376940924503985	0.006944444444444403	0.0052083333333332905
B. vulgatus	MGAM	5	Niclosamide	C6	tech2	biol3	plate1	22	0.012318029115341458	0.010909090909090867	0.010909090909090867
B. vulgatus	MGAM	5	Niclosamide	D6	tech3	biol2	plate1	21	0.0067820810280207105	0.008680555555555516	0.006944444444444403
B. vulgatus	MGAM	5	Niclosamide	D6	tech3	biol3	plate1	22	0.00914520343411716	0.009090909090909047	0.009090909090909047
B. vulgatus	MGAM	5	Niclosamide	E3	tech1	biol1	plate1	146	0.009431737797689233	0.02707275803722507	0.02707275803722507
B. vulgatus	MGAM	5	Niclosamide	E3	tech1	biol2	plate1	148	0.003121342177136171	0.0016652789342214834	0.0016652789342214834
B. vulgatus	MGAM	5	Niclosamide	E3	tech1	biol3	plate1	149	0.0032588454376163913	-0.0017497812773403342	-0.0034995625546806685
B. vulgatus	MGAM	5	Niclosamide	F3	tech2	biol1	plate1	146	0.007859781498074356	0.03384094754653129	0.03384094754653129
B. vulgatus	MGAM	5	Niclosamide	F3	tech2	biol2	plate1	148	0.005150214592274683	0	0
B. vulgatus	MGAM	5	Niclosamide	F3	tech2	biol3	plate1	149	6.207324643078841e-4	-0.0017497812773403342	-0.005249343832021003
B. vulgatus	MGAM	10	Niclosamide	A4	tech1	biol1	plate6	178	0.001511601541833574	0.0049958368026644506	-0.0016652789342214834
B. vulgatus	MGAM	10	Niclosamide	A4	tech1	biol2	plate6	181	0.003367600141793693	0	0
B. vulgatus	MGAM	10	Niclosamide	A4	tech1	biol3	plate3	183	0.0038269550748752106	0.008481764206955055	0.006785411365564044
B. vulgatus	MGAM	10	Niclosamide	A5	tech1	biol1	plate1	200	0.00773544768903501	-0.0020140986908358527	-0.0020140986908358527
B. vulgatus	MGAM	10	Niclosamide	A5	tech1	biol2	plate3	200	9.459728516270646e-4	-0.00985221674876848	-0.013793103448275872
B. vulgatus	MGAM	10	Niclosamide	A5	tech1	biol3	plate5	200	0.004170677284463423	0.0018885741265344679	-0.0018885741265344679
B. vulgatus	MGAM	10	Niclosamide	B4	tech1	biol2	plate1	21	0.013385686239514558	0.020833333333333304	0.020833333333333304
B. vulgatus	MGAM	10	Niclosamide	B4	tech1	biol3	plate1	22	0.007465472191116098	0.014545454545454507	0.014545454545454507
B. vulgatus	MGAM	10	Niclosamide	B4	tech2	biol1	plate6	178	0.0013604413876502168	-0.003330557868442967	-0.003330557868442967
B. vulgatus	MGAM	10	Niclosamide	B4	tech2	biol2	plate6	181	0.001772421127259838	0.0051993067590987915	0.0051993067590987915
B. vulgatus	MGAM	10	Niclosamide	B4	tech2	biol3	plate3	183	6.655574043261236e-4	0.008481764206955055	0.006785411365564044
B. vulgatus	MGAM	10	Niclosamide	B5	tech2	biol1	plate1	200	0.007542061496809135	0.004028197381671705	0
B. vulgatus	MGAM	10	Niclosamide	B5	tech2	biol2	plate3	200	0.002459529414230368	-0.003940886699507392	-0.003940886699507392
B. vulgatus	MGAM	10	Niclosamide	B5	tech2	biol3	plate5	200	0.0018133379497667055	0.007554296506137819	0.0037771482530688833
B. vulgatus	MGAM	10	Niclosamide	C4	tech2	biol2	plate1	21	0.007495984294128153	0.020833333333333304	0.020833333333333304
B. vulgatus	MGAM	10	Niclosamide	C4	tech2	biol3	plate1	22	0.004479283314669656	0.016363636363636327	0.016363636363636327
B. vulgatus	MGAM	10	Niclosamide	D4	tech3	biol2	plate1	21	0.003926467963590938	0.02430555555555553	0.02430555555555553
B. vulgatus	MGAM	10	Niclosamide	D4	tech3	biol3	plate1	22	0.006532288167226586	0.016363636363636327	0.014545454545454507
B. vulgatus	MGAM	10	Niclosamide	E4	tech1	biol1	plate1	146	0.0059734339385365135	0.01692047377326567	0.01692047377326567
B. vulgatus	MGAM	10	Niclosamide	E4	tech1	biol2	plate1	148	0.0049941474834178734	0.0016652789342214834	-0.0016652789342214834
B. vulgatus	MGAM	10	Niclosamide	E4	tech1	biol3	plate1	149	0.0026381129733085065	-0.005249343832021003	-0.006999125109361337
B. vulgatus	MGAM	10	Niclosamide	F4	tech2	biol1	plate1	146	0.007388194608189899	0.023688663282571933	0.023688663282571933
B. vulgatus	MGAM	10	Niclosamide	F4	tech2	biol2	plate1	148	0.008427623878267662	0.003330557868442967	0.0016652789342214834
B. vulgatus	MGAM	10	Niclosamide	F4	tech2	biol3	plate1	149	0.001707014276846681	-0.006999125109361337	-0.006999125109361337
B. vulgatus	P. merdae	0	Niclosamide	A6	tech1	biol1	plate1	200	1.0051362113122577	1.001007049345418	1.001007049345418
B. vulgatus	P. merdae	0	Niclosamide	A6	tech1	biol2	plate3	200	0.9515690870369757	1.0226600985221674	1.0226600985221674
B. vulgatus	P. merdae	0	Niclosamide	A6	tech1	biol3	plate5	200	0.9948637886877422	1.0066100094428705	1.0066100094428705
B. vulgatus	P. merdae	0	Niclosamide	B6	tech2	biol1	plate1	200	1.0098854846599816	1.0171198388721048	1.0171198388721048
B. vulgatus	P. merdae	0	Niclosamide	B6	tech2	biol2	plate3	200	0.9636495539622499	1.0463054187192118	1.0463054187192118
B. vulgatus	P. merdae	0	Niclosamide	B6	tech2	biol3	plate5	200	1.0121425330928826	1.0236071765816808	1.0236071765816808
B. vulgatus	P. merdae	5	Niclosamide	A7	tech1	biol1	plate1	200	0.003419476810361115	0.00805639476334341	0.004028197381671705
B. vulgatus	P. merdae	5	Niclosamide	A7	tech1	biol2	plate3	200	0.004274626758173917	-0.0059113300492610885	-0.007881773399014785
B. vulgatus	P. merdae	5	Niclosamide	A7	tech1	biol3	plate5	200	5.343941568600082e-4	0.0037771482530688833	0.0018885741265344679
B. vulgatus	P. merdae	5	Niclosamide	B7	tech2	biol1	plate1	200	0.004369331479905848	0.01208459214501506	0.010070493454179263
B. vulgatus	P. merdae	5	Niclosamide	B7	tech2	biol2	plate3	200	0.007062426817852561	0	0
B. vulgatus	P. merdae	5	Niclosamide	B7	tech2	biol3	plate5	200	0.007481518196040294	0.0037771482530688833	0.0018885741265344679
B. vulgatus	P. merdae	10	Niclosamide	A8	tech1	biol1	plate1	200	0.0017097384051805574	0.004028197381671705	0.0020140986908358527
B. vulgatus	P. merdae	10	Niclosamide	A8	tech1	biol2	plate3	200	0.001300973361183367	-0.00985221674876848	-0.00985221674876848
B. vulgatus	P. merdae	10	Niclosamide	B8	tech2	biol1	plate1	200	0.005319186149450623	0.004028197381671705	0.0020140986908358527
B. vulgatus	P. merdae	10	Niclosamide	B8	tech2	biol2	plate3	200	0.0039029200835501	-0.003940886699507392	-0.0059113300492610885
B. vulgatus	R. intestinalis	0	Niclosamide	A8	tech1	biol1	plate6	178	1.0179361751688796	0.9858451290591173	0.9858451290591173
B. vulgatus	R. intestinalis	0	Niclosamide	A8	tech1	biol2	plate6	181	1.0226141622282372	0.9965337954939342	0.9965337954939342
B. vulgatus	R. intestinalis	0	Niclosamide	A8	tech1	biol3	plate3	183	1.0072463768115942	0.9821882951653945	0.9821882951653945
B. vulgatus	R. intestinalis	0	Niclosamide	B11	tech1	biol1	plate1	20	1.0261082880672858	1.009972801450589	1.009972801450589
B. vulgatus	R. intestinalis	0	Niclosamide	B11	tech1	biol2	plate1	21	0.9968703673200462	0.9913194444444444	0.9913194444444444
B. vulgatus	R. intestinalis	0	Niclosamide	B11	tech1	biol3	plate1	22	1.00459282812224	0.9909090909090909	0.9909090909090909
B. vulgatus	R. intestinalis	0	Niclosamide	B8	tech2	biol1	plate6	178	0.9820638248311203	0.9941715237302247	0.9941715237302247
B. vulgatus	R. intestinalis	0	Niclosamide	B8	tech2	biol2	plate6	181	0.9773858377717628	0.9965337954939342	0.9965337954939342
B. vulgatus	R. intestinalis	0	Niclosamide	B8	tech2	biol3	plate3	183	0.9927536231884058	0.9974554707379136	0.9974554707379136
B. vulgatus	R. intestinalis	0	Niclosamide	C11	tech2	biol1	plate1	20	1	0.99909338168631	0.99909338168631
B. vulgatus	R. intestinalis	0	Niclosamide	C11	tech2	biol2	plate1	21	1.012189095700873	1.0034722222222223	1.0034722222222223
B. vulgatus	R. intestinalis	0	Niclosamide	C11	tech2	biol3	plate1	22	1	1.007272727272727	1.007272727272727
B. vulgatus	R. intestinalis	0	Niclosamide	D11	tech3	biol1	plate1	20	0.9926406167864026	0.9936536718041703	0.9936536718041703
B. vulgatus	R. intestinalis	0	Niclosamide	D11	tech3	biol2	plate1	21	1	0.9965277777777778	0.9965277777777778
B. vulgatus	R. intestinalis	0	Niclosamide	D11	tech3	biol3	plate1	22	0.9789789789789791	0.9818181818181818	0.9818181818181818
B. vulgatus	R. intestinalis	0	Niclosamide	E5	tech1	biol1	plate1	146	0.9899660267045903	0.9796954314720812	0.9796954314720812
B. vulgatus	R. intestinalis	0	Niclosamide	E5	tech1	biol2	plate1	148	0.9940286932919737	0.9825145711906743	0.9825145711906743
B. vulgatus	R. intestinalis	0	Niclosamide	E5	tech1	biol3	plate1	149	1.003973509933775	0.9798775153105862	0.9798775153105862
B. vulgatus	R. intestinalis	0	Niclosamide	F5	tech2	biol1	plate1	146	1.0100339732954098	0.9932318104906938	0.9932318104906938
B. vulgatus	R. intestinalis	0	Niclosamide	F5	tech2	biol2	plate1	148	1.0059713067080265	0.9925062447960032	0.9925062447960032
B. vulgatus	R. intestinalis	0	Niclosamide	F5	tech2	biol3	plate1	149	0.9960264900662252	0.9921259842519686	0.9921259842519686
B. vulgatus	R. intestinalis	5	Niclosamide	A9	tech1	biol1	plate6	178	0.9870331547480393	0.9658617818484595	0.9658617818484595
B. vulgatus	R. intestinalis	5	Niclosamide	A9	tech1	biol2	plate6	181	0.9833231467737711	0.9670710571923745	0.9670710571923745
B. vulgatus	R. intestinalis	5	Niclosamide	A9	tech1	biol3	plate3	183	0.9681496461071789	0.9465648854961835	0.9465648854961835
B. vulgatus	R. intestinalis	5	Niclosamide	B2	tech1	biol1	plate2	20	0.8920219433624025	0.9196197061365601	0.9196197061365601
B. vulgatus	R. intestinalis	5	Niclosamide	B2	tech1	biol2	plate2	21	0.8157916270370508	0.8475806451612903	0.8475806451612903
B. vulgatus	R. intestinalis	5	Niclosamide	B2	tech1	biol3	plate2	22	0.9040026960803703	0.9525899912203689	0.9525899912203689
B. vulgatus	R. intestinalis	5	Niclosamide	B9	tech2	biol1	plate6	178	0.9561301343271993	0.9741881765195669	0.9741881765195669
B. vulgatus	R. intestinalis	5	Niclosamide	B9	tech2	biol2	plate6	181	0.9370470619051776	0.9757365684575392	0.9757365684575392
B. vulgatus	R. intestinalis	5	Niclosamide	B9	tech2	biol3	plate3	183	0.9924165824064712	0.9872773536895675	0.9872773536895675
B. vulgatus	R. intestinalis	5	Niclosamide	C2	tech2	biol1	plate2	20	0.8691367362012323	0.9075194468452895	0.9075194468452895
B. vulgatus	R. intestinalis	5	Niclosamide	C2	tech2	biol2	plate2	21	0.8193112682716882	0.8685483870967742	0.8685483870967742
B. vulgatus	R. intestinalis	5	Niclosamide	C2	tech2	biol3	plate2	22	0.8789246820543627	0.9385425812115893	0.9385425812115893
B. vulgatus	R. intestinalis	5	Niclosamide	D2	tech3	biol1	plate2	20	0.8597821989674692	0.943820224719101	0.9403630077787382
B. vulgatus	R. intestinalis	5	Niclosamide	D2	tech3	biol2	plate2	21	0.8141083203596154	0.8475806451612903	0.8475806451612903
B. vulgatus	R. intestinalis	5	Niclosamide	D2	tech3	biol3	plate2	22	0.906902874573174	0.9683933274802458	0.9683933274802458
B. vulgatus	R. intestinalis	5	Niclosamide	E6	tech1	biol1	plate1	146	0.9687919728213636	0.9492385786802032	0.9492385786802032
B. vulgatus	R. intestinalis	5	Niclosamide	E6	tech1	biol2	plate1	148	0.9675067855758047	0.9625312239800166	0.9625312239800166
B. vulgatus	R. intestinalis	5	Niclosamide	E6	tech1	biol3	plate1	149	0.9614335800545385	0.9536307961504814	0.9536307961504814
B. vulgatus	R. intestinalis	5	Niclosamide	F6	tech2	biol1	plate1	146	0.9855415975349608	0.9593908629441624	0.9593908629441624
B. vulgatus	R. intestinalis	5	Niclosamide	F6	tech2	biol2	plate1	148	0.9706087630864677	0.960865945045795	0.960865945045795
B. vulgatus	R. intestinalis	5	Niclosamide	F6	tech2	biol3	plate1	149	0.9612777561355669	0.9623797025371831	0.9623797025371831
B. vulgatus	R. intestinalis	10	Niclosamide	A10	tech1	biol1	plate6	178	0.6613867536299401	0.8859283930058285	0.8859283930058285
B. vulgatus	R. intestinalis	10	Niclosamide	A10	tech1	biol2	plate6	181	0.956430629529381	0.9272097053726172	0.9272097053726172
B. vulgatus	R. intestinalis	10	Niclosamide	A10	tech1	biol3	plate3	183	0.05915065722952476	0.27989821882951654	0.27989821882951654
B. vulgatus	R. intestinalis	10	Niclosamide	B10	tech2	biol1	plate6	178	0.68141936485752	0.9159034138218152	0.9159034138218152
B. vulgatus	R. intestinalis	10	Niclosamide	B10	tech2	biol2	plate6	181	0.8862306819174015	0.9081455805892549	0.9081455805892549
B. vulgatus	R. intestinalis	10	Niclosamide	B10	tech2	biol3	plate3	183	0.08729356252106506	0.40203562340966925	0.40203562340966925
B. vulgatus	R. intestinalis	10	Niclosamide	B12	tech1	biol1	plate1	20	0.8939898370422287	0.8721668177697187	0.8721668177697187
B. vulgatus	R. intestinalis	10	Niclosamide	B12	tech1	biol2	plate1	21	0.8532366990611102	0.8315972222222222	0.8315972222222222
B. vulgatus	R. intestinalis	10	Niclosamide	B12	tech1	biol3	plate1	22	0.8662780427486311	0.8472727272727272	0.8472727272727272
B. vulgatus	R. intestinalis	10	Niclosamide	C12	tech2	biol1	plate1	20	0.8761170492377781	0.8413417951042609	0.8413417951042609
B. vulgatus	R. intestinalis	10	Niclosamide	C12	tech2	biol2	plate1	21	0.8917805962773845	0.8715277777777779	0.8715277777777779
B. vulgatus	R. intestinalis	10	Niclosamide	C12	tech2	biol3	plate1	22	0.8874757110051228	0.8909090909090909	0.8909090909090909
B. vulgatus	R. intestinalis	10	Niclosamide	D12	tech3	biol1	plate1	20	0.9113369546171367	0.8866727107887578	0.8866727107887578
B. vulgatus	R. intestinalis	10	Niclosamide	D12	tech3	biol2	plate1	21	0.9028166694119585	0.8836805555555557	0.8836805555555557
B. vulgatus	R. intestinalis	10	Niclosamide	D12	tech3	biol3	plate1	22	0.8774068185832892	0.8909090909090909	0.8909090909090909
B. vulgatus	R. intestinalis	10	Niclosamide	E7	tech1	biol1	plate1	146	0.816465197124121	0.9306260575296109	0.9306260575296109
B. vulgatus	R. intestinalis	10	Niclosamide	E7	tech1	biol2	plate1	148	0.0804963164017061	0.4079933388842631	0.4079933388842631
B. vulgatus	R. intestinalis	10	Niclosamide	E7	tech1	biol3	plate1	149	0.8997273081417998	0.9011373578302714	0.9011373578302714
B. vulgatus	R. intestinalis	10	Niclosamide	F7	tech2	biol1	plate1	146	0.8118827526270047	0.918781725888325	0.918781725888325
B. vulgatus	R. intestinalis	10	Niclosamide	F7	tech2	biol2	plate1	148	0.023419930205506014	0.13155703580349706	0.13155703580349706
